System,Stock,BroodYear,Escapement,Recruits,AgeClass_0.1,AgeClass_0.2,AgeClass_0.3,AgeClass_0.4,AgeClass_0.5,AgeClass_1.1,AgeClass_1.2,AgeClass_1.3,AgeClass_1.4,AgeClass_1.5,AgeClass_2.1,AgeClass_2.2,AgeClass_2.3,AgeClass_2.4,AgeClass3.1,AgeClass_3.2,AgeClass_3.3,AgeClass_3.4
Bristol_Bay,Alagnak,1996,782212.5,1421615.411,0,0,0,0,0,0,40387.31041,1167710.216,204767.5643,1.57078e-09,0,1162.696085,7234.116909,47.01238787,0,37.8183862,2.35944e-09,268.6760069
Bristol_Bay,Alagnak,1997,556193.25,1391084.836,0,0,55.36648023,0,0,5994.053232,1871.387032,625825.2959,41421.52384,0,11.07329613,85372.12845,620197.1218,10148.83633,8.90122e-08,188.0495514,3.84207e-09,0
Bristol_Bay,Alagnak,1998,643110,2777780.15,0,0,0,0,0,11639.27761,9903.014409,2422101.567,84.94987603,0,8095.762882,269435.0936,56520.48435,2.71998e-09,0,3.84443e-09,2.71994e-09,0
Bristol_Bay,Alagnak,1999,1182180,3726509.094,0,10.80525304,0,0,0,7.45947e-08,802308.7968,1213013.134,277.2843522,0,47.01238786,646231.0105,1053967.224,10608.00721,0,2.71995e-09,45.81936588,0
Bristol_Bay,Alagnak,2000,1150815,9751334.599,0,0,13.25851383,287.7517004,0,2051.167747,5559714.574,4007257.57,31485.86589,0,3.86188e-09,34671.47396,115780.4856,3.28061e-09,0,72.45188977,3.28055e-09,0
Bristol_Bay,Alagnak,2001,680850,1677183.624,0,0,306.9562649,4.03104e-09,0,39954.21287,127914.7465,1366722.794,12340.66816,3.31352e-09,17.89637234,37516.64965,92409.7002,3.31339e-09,0,3.28149e-09,3.31346e-09,0
Bristol_Bay,Alagnak,2002,766962,3727487.511,0,0,6015.001694,0,0,14.67583275,1774631.842,1836230.75,4217.832126,0,2.69082e-09,67960.43965,38416.96934,3.28599e-09,0,3.31348e-09,0,0
Bristol_Bay,Alagnak,2003,3676146,6701447.449,0,0,0,3.31339e-09,0,2.69082e-09,2760468.649,3797307.264,116853.8051,0,3.28366e-09,5381.481489,21436.24851,3.12541e-09,0,3.28624e-09,0,0
Bristol_Bay,Alagnak,2004,5396592,2514459.397,0,0,3.31346e-09,0,0,1822.475449,860687.9083,1378015.368,15868.20693,0,3.31376e-09,109723.9876,148341.4502,2.56689e-09,0,3.12557e-09,2.56698e-09,0
Bristol_Bay,Alagnak,2005,4218990,2840332.371,0,0,0,3.12541e-09,0,3.31376e-09,741790.3126,1855297.39,7216.026903,0,3.28718e-09,127545.8105,108098.1586,384.6725895,0,2.56711e-09,2.86266e-09,0
Bristol_Bay,Alagnak,2006,1773966,2439920.539,0,0,3.12546e-09,2.56689e-09,0,1340.206556,666876.1427,1577882.43,623.6313307,1.14135e-08,3.12614e-09,54790.96021,138224.7391,4.15217e-09,0,96.16823079,86.26024183,0
Bristol_Bay,Alagnak,2007,2466414,2209679.911,0,0,2.56698e-09,2.86257e-09,0,1625.25589,500487.0254,1099434.143,258.7806435,0,2.5678e-09,481557.6372,126216.5021,100.5674702,0,4.15523e-09,3.29616e-09,0
Bristol_Bay,Alagnak,2008,2180502,1924725.405,0,0,96.16823079,4.15217e-09,0,827.0698279,507010.2399,1252746.001,3907.467304,0,2.86387e-09,89671.57444,70466.8842,0,0,3.29637e-09,0,0
Bristol_Bay,Alagnak,2009,970818,1405166.249,0,0,0,0,0,0,461079.569,693019.5954,848.311779,0,172.5204017,117646.4636,132394.0592,4.45827e-09,0,5.729088189,4.45815e-09,0
Bristol_Bay,Alagnak,2010,1187730,6499066.448,0,0,100.5674702,0,0,1.76791e-08,735455.2432,3182986.39,12833.27778,0,239.707314,1800823.196,766627.8123,0,0,4.45819e-09,0.254286212,0
Bristol_Bay,Alagnak,2011,883794,6167987.259,0,0,0.467748513,0,0,119.8535513,3087316.408,2498861.497,2.750691237,41.16637938,0.07095411,533352.511,48130.98577,111.501954,0,1.420137039,48.62513454,0
Bristol_Bay,Alagnak,2012,861747,2828305.349,0,0,0,0,0,39747.72016,1123765.344,1614660.843,10639.65192,0,4.45837e-09,22310.66468,17181.10598,0,0,0,0.019519612,0
Bristol_Bay,Alagnak,2013,1095950,3928289.448,0,0,0,0,0,2701.893556,2677120.72,1235289.754,457.5836069,0,0,3197.529829,9521.967042,0,0,0,0,1.05131e-06
Bristol_Bay,Alagnak,2014,189452,2284293.762,0,0,0,0,0,68087.60633,1604307.418,586590.7187,4.7279e-09,1.05089e-06,34.98382736,24204.11063,1067.88622,1.0387568,0,4.72807e-09,1.05137e-06,1.04232e-06
Bristol_Bay,Alagnak,2015,5452026,4690732.021,0,0,0,0,1.05089e-06,2697.793179,1230186.21,2693830.104,22635.24793,1.04247e-06,0.284602196,19769.61903,716039.9035,1.04232e-06,0,1.05143e-06,5572.857987,1.01553e-06
Bristol_Bay,Alagnak,2016,1677769,NA,0,0,0,1.05131e-06,1.04247e-06,4174.728164,1839803.776,2700670.955,8130.432049,1.01559e-06,4.72844e-09,359397.0158,165740.1391,0.000158056,1.05162e-06,215.1503444,1.01553e-06,NA
Bristol_Bay,Alagnak,2017,2041824,NA,0,0,1.05137e-06,1.04232e-06,1.01559e-06,6736.57857,2324175.581,2929533.349,6488.244528,NA,1400.861793,420868.0033,843127.3157,NA,1.04248e-06,24.60324427,NA,NA
Bristol_Bay,Alagnak,2018,1581426,NA,0,1.05143e-06,1.04233e-06,1.01553e-06,NA,0.000201169,1106969.185,1167190.077,NA,NA,1.04248e-06,46741.77899,NA,NA,1.0156e-06,NA,NA,NA
Bristol_Bay,Alagnak,2019,820458,NA,1.05162e-06,1.04235e-06,1.01553e-06,NA,NA,8045.043921,474456.8449,NA,NA,NA,9.29221e-05,NA,NA,NA,NA,NA,NA,NA
Bristol_Bay,Alagnak,2020,2386518,NA,1.04248e-06,1.01554e-06,NA,NA,NA,1427.333217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol_Bay,Alagnak,2021,3236904,NA,1.0156e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol_Bay,Alagnak,2022,1668222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol_Bay,Alagnak,2023,1099050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bristol_Bay,Egegik,1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Bristol_Bay,Egegik,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,15612.09807,0
Bristol_Bay,Egegik,1957,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,0,NA,NA,706515.7826,0,NA,89605.86566,77749.25351,0
Bristol_Bay,Egegik,1958,NA,NA,NA,NA,NA,0,0,NA,NA,62982.41749,88.30467128,0,NA,1064195.567,290239.2841,0,0,28636.93209,1945.994688,0
Bristol_Bay,Egegik,1959,NA,NA,NA,NA,0,0,0,NA,50461.37576,155084.8441,782.4082927,0,2486.666955,1246563.364,635809.1877,129.5297105,0,10515.02493,20303.7445,0
Bristol_Bay,Egegik,1960,NA,NA,NA,0,0,0,0,0,213842.1559,340500.3087,1.8216e-09,0,397.2592124,4134127.533,2347788.888,0,0,43856.62903,38323.95037,0
Bristol_Bay,Egegik,1961,NA,NA,0,2.77222e-05,6.45672e-09,0,0,0,47269.2128,104163.8893,1.59796e-09,0,6.37965e-09,383656.3489,916276.1459,8.06704e-10,0,27631.8326,8495.785329,0
Bristol_Bay,Egegik,1962,NA,NA,0,0,1.82335e-09,0,0,6.37965e-09,3547.200849,19755.11178,1.21006e-09,0,404.8203979,716891.1894,309636.987,0,0,27596.21431,15424.9167,0
Bristol_Bay,Egegik,1963,997602,993872.335,0,0,1024.70891,0,0,0,2667.336658,85596.9672,2.0093e-09,0,2263.724822,513647.2007,298366.8522,0,0,82830.89669,7474.647841,0
Bristol_Bay,Egegik,1964,849576,1937882.207,0,0,1.61597e-09,0,0,228.7945009,61057.66852,36450.12691,0,0,5946.090941,1534886.793,222304.1895,0,0,72732.35478,4276.189397,0
Bristol_Bay,Egegik,1965,1444608,2388485.247,0,0,0,0,0,8.04382e-10,24283.86928,10867.35185,1593.69179,0,24472.04565,1485853.916,811265.61,1013.294351,0,6338.108354,22797.36015,0
Bristol_Bay,Egegik,1966,804246,2058270.997,0,2.0616e-09,177.3895537,1.65861e-09,0,0,145853.7673,550527.8378,1040.358727,0,105.2964674,563055.1246,781194.3307,0,0,9642.391636,6674.50026,0
Bristol_Bay,Egegik,1967,636864,1631431.112,0,0,1900.881108,1.93684e-09,0,0,56673.27338,188696.4319,3.44374e-09,0,469.5846622,748745.1381,630902.2433,1832.661163,0,668.7252773,1542.172819,0
Bristol_Bay,Egegik,1968,338654,377056.0787,0,1.65091e-09,1006.271189,0,0,0,20399.37071,46666.22576,1.38737e-09,0,0,90534.22346,200828.1812,8546.222813,0,9.25192e-10,9075.583569,0
Bristol_Bay,Egegik,1969,1015554,2755727.708,0,0,3.22624e-09,0,0,2.17535e-07,8738.090202,103338.3213,0,0,3357.566207,1090569.105,1178714.939,3.69016e-08,0,371009.6856,1.29416e-06,0
Bristol_Bay,Egegik,1970,919734,1202584.358,0,0,0,0,0,3.44384e-09,106126.7894,81044.95037,0,0,1.38747e-09,565759.8423,1.1215e-06,0,0,415534.0341,34118.74165,0
Bristol_Bay,Egegik,1971,634014,2700676.428,0,0,0,0,0,1.38747e-09,21238.08117,1.67021e-07,0,0,3281.678848,1289361.414,1266964.978,8.1625e-09,0,55646.37666,64037.19912,146.6998916
Bristol_Bay,Egegik,1972,546402,2909902.04,0,0,4.25239e-08,0,0,2.40289e-09,8.6023e-08,72017.78253,186.4004442,0,3.99917e-08,1532499.678,1234294.452,0,0,56930.39955,13973.32821,0
Bristol_Bay,Egegik,1973,328842,1451686.212,0,6.24691e-08,2.2841e-09,1.48409e-09,0,0,35038.0515,75610.9236,3.70493e-09,0,438.2874458,585164.9457,724245.7001,0,0,23869.19864,7319.104694,0
Bristol_Bay,Egegik,1974,1275630,2441308.45,0,1443.113839,1.44944e-09,0,0,0,49637.88617,88787.36287,2.58723e-05,0,12430.26778,1666318.813,561289.6956,0,0,58938.98633,2462.324146,0
Bristol_Bay,Egegik,1975,1173840,3040168.767,0,0,0,0,0,0,55085.40649,151116.0071,0,0,7278.987941,2234183.058,580804.4166,1089.655992,5.76968e-09,8920.976104,1690.259376,0
Bristol_Bay,Egegik,1976,509160,4480474.69,0,147.6728901,3.0116e-06,0,0,3.68473e-09,381107.074,452344.4301,586.068051,0,53443.00145,2772401.054,820445.3895,4.44736e-09,0,0,4.44745e-09,0
Bristol_Bay,Egegik,1977,692514,4167610.04,0,2.88469e-08,2.77711e-09,0,0,2322.479472,823006.34,1935491.15,11696.34131,0,1845.622013,628139.0008,698974.7839,0,0,58420.38282,7713.939666,0
Bristol_Bay,Egegik,1978,895698,9914902.398,0,0,1.01808e-08,0,0,0,387998.1237,422634.678,859.6134937,0,6740.847413,6590350.232,2484584.888,3.92086e-09,0,13141.22405,8592.791197,0
Bristol_Bay,Egegik,1979,1032042,4039741.279,0,0,4.44745e-09,6464.600604,0,2849.181783,657109.9661,219730.8356,3.92086e-09,0,2251.365806,1973576.034,1176188.836,1570.460021,0,3.92378e-09,0,0
Bristol_Bay,Egegik,1980,1060860,8222418.161,0,0,23353.27192,0,0,4869.711216,706929.1945,2450118.347,4963.21046,0,22071.55743,4056129.292,948854.1623,2.48806e-09,363.34752,4766.065663,0,0
Bristol_Bay,Egegik,1981,694680,5441585.875,0,0,3.9248e-09,0,0,0,593439.3367,432085.8263,3247.125033,0,45078.01509,2883765.692,1470066.355,3.279e-09,0,6290.027372,7613.497426,0
Bristol_Bay,Egegik,1982,1034628,6435075.21,0,0,896.9336361,2.48806e-09,0,1756.189742,1215619.209,1929108.557,6501.059543,0.000114609,11565.1957,1689006.953,1557303.242,4.42224e-09,0,22289.96083,1027.908778,0
Bristol_Bay,Egegik,1983,792282,10811632.57,0,0,2.48576e-09,2.551615698,0,2413.376428,1279753.334,2553114.462,6397.344861,0,7273.0087,3484607.883,3439216.649,16751.74006,0,13729.32228,8372.901032,0
Bristol_Bay,Egegik,1984,1165345,11766356.15,0,2.48408e-09,1314.372976,4.42224e-09,0,484.083257,398395.6985,637987.579,5627.439188,0,85549.46402,5245773.728,5130350.331,8675.304536,1895.139481,213206.3329,37096.6785,0
Bristol_Bay,Egegik,1985,1095192,6382682.848,2.47291e-09,437.4094417,143.6806973,0,0,434.7770049,425954.8814,781317.552,2769.189632,0,33924.78668,4020182.861,1102467.008,4.5835e-09,0,4118.733437,10931.96937,0
Bristol_Bay,Egegik,1986,1152180,14207133.53,0,4.42274e-09,2034.800149,3.85528e-09,0,1408.972508,2415527.112,3246243.186,68372.94388,0,10806.63448,4062145.448,4210470.477,56070.43983,0,95077.48947,38976.02911,0
Bristol_Bay,Egegik,1987,1273553,25731443.1,0,1249.523143,2368.244704,4.5835e-09,0,4.68499e-09,699118.6227,4224764.32,134446.6059,0,69292.08606,8870956.788,11458635.48,44043.87801,5631.416118,154845.9237,66090.2101,0
Bristol_Bay,Egegik,1988,1612745,19465141.84,0,3.85457e-09,2318.393414,0,0,1175.825133,296195.2317,1049593.954,5736.633603,0,106273.6394,11121318.38,6458564.46,3860.793661,0,257263.59,162840.94,0
Bristol_Bay,Egegik,1989,1611566,10134483.31,0,4.57112e-09,5.1063e-09,4.92815e-09,0,0,199211.8838,251240.4834,4115.281097,0,37449.16522,5179386.219,4242640.525,435.9834347,2127.55088,189470.8816,28405.33357,0
Bristol_Bay,Egegik,1990,2191582,16060318.36,0,0,7.39241e-09,6.00012e-09,0,5.10528e-09,393971.1798,729603.3979,5081.915157,0,73045.60676,8809854.65,5980914.375,32457.54503,2909.728032,13130.0753,19349.88608,0
Bristol_Bay,Egegik,1991,2786925,9948962.324,0,4437.382105,741.7222696,312.360153,0,1450.213638,1208928.897,2874740.517,25215.05638,0,18657.04382,3223466.051,2573855.012,135.8177163,0,9062.117945,7960.131899,0
Bristol_Bay,Egegik,1992,1945632,8668646.674,955.073498,1242.510739,10943.33897,1620.284414,0,63.16474969,239876.5842,531796.3407,2780.660594,0,38890.87383,4580342.544,3190111.533,9411.441069,2397.254913,38919.2617,19295.8078,0
Bristol_Bay,Egegik,1993,1517000,1936033.994,0,0,0.002928068,0,0,3.2136e-09,117628.6429,329344.1039,1.388627243,0,30535.03736,800145.2432,653288.0219,0,0,1217.834367,3873.718549,0
Bristol_Bay,Egegik,1994,1897977,7979478.914,0,131.171809,1.5239e-09,0,0,7731.613276,249363.1284,493716.3267,2.538912882,4.35175e-09,67291.02486,3805468.747,3299275.75,21866.70581,0,26806.42792,7825.479233,0
Bristol_Bay,Egegik,1995,1266692,7522880.956,0,0,0,0.423152146,0,3546.446282,1495268.136,2696123.583,18707.38499,0,3043.059992,1726750.275,1539472.475,13866.2393,0,11312.00123,14790.93221,0
Bristol_Bay,Egegik,1996,1076460,4161327.829,0,0,0,0,0,363.4245249,412382.558,1386366.082,21943.93582,1.51677e-09,3483.771483,542540.1817,1749165.386,3087.505859,2445.900112,30409.31159,9139.558904,0.213015656
Bristol_Bay,Egegik,1997,1104004,6063053.156,0,0,1.975961859,0,0,0,17162.12618,177854.7415,15.51619174,0,18742.28587,3493430.969,2069386.181,2145.171801,9875.85863,233786.7306,40651.59935,0
Bristol_Bay,Egegik,1998,1110938,1270513.828,0,0,0,0,0,1.580769488,20334.58667,76433.63576,3.030856658,0,12649.32655,490761.3772,654091.7523,954.2067168,89.15773996,15139.15702,56.01601547,0
Bristol_Bay,Egegik,1999,1728397,13004573.65,0,0.386150113,0,0,0,0,162299.8082,395983.3164,207.3163545,0,171813.9565,9207076.019,3035602.319,2034.503031,0,18602.31652,10953.71219,0
Bristol_Bay,Egegik,2000,1032138,12037969.49,0,0,0.473039594,0,0,542.222256,1302473.624,2432554.434,33426.02034,0,25104.91574,3546271.313,4647480.756,23089.71877,0,18902.43969,8123.570031,0
Bristol_Bay,Egegik,2001,968872,4786179.933,0,0,0.524640857,1765.235867,0,0,292655.8056,797157.9169,458.7181411,3.32458e-09,47658.73069,1585956.61,2059102.148,3.3217e-09,0,919.5032728,504.739294,0
Bristol_Bay,Egegik,2002,1036092,5292215.431,0,0,246.4477299,0,0,27641.40979,1450971.282,2203107.667,1520.443537,0,45866.39923,1050682.287,511617.5662,4.4386e-08,0,561.9289678,0,0
Bristol_Bay,Egegik,2003,1152120,8801515.978,0,0,0,3.3217e-09,0,19080.61442,1984955.74,2552431.043,18806.45855,0,41158.69163,1926995.458,2245895.782,5191.341495,0,4979.08164,2021.767012,0
Bristol_Bay,Egegik,2004,1290144,14139681.12,0,0,3.32313e-09,0,0,23434.37136,2789827.273,3459265.927,4.69104e-09,0,39826.97871,6022979.239,1767627.2,375.0978908,2270.425799,26666.74935,7407.857595,0
Bristol_Bay,Egegik,2005,1621734,6185027.122,0,0,0,3.12736e-09,0,4350.028203,470725.9129,202329.2423,19.35867817,0,36928.62309,2866201.437,2550952.985,6192.516352,739.5011535,33876.21935,12711.29796,0
Bristol_Bay,Egegik,2006,1465158,3573976.317,0,0,3.12528e-09,2.57176e-09,0,7819.500355,144943.0238,253935.8087,1720.048567,3.67829e-07,121161.3725,1632027.244,1370541.09,1.45288e-08,317.090178,29958.39576,11552.74315,0
Bristol_Bay,Egegik,2007,1432500,6442429.244,0,0,2.57112e-09,2.87104e-09,0,8768.602126,53088.11786,429490.2664,13.78131595,0,71868.14726,3377632.461,2457309.12,4010.976761,2175.135609,21920.20006,16152.4348,0
Bristol_Bay,Egegik,2008,1259568,3831435.654,0,0,1041.558888,1.86799e-08,0,317.0901761,630407.6729,1090910.89,16.05962537,0,58269.88017,1104841.671,943565.4942,0,1581.7737,483.56351,0,0
