System,Stock,BroodYear,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,
Bristol_Bay,Alagnak,1985,1.96779e-08,6814.911564,125621.026,792074.1818,720017.3639,7367.116486,0,
Bristol_Bay,Alagnak,1986,0,2.07504E-07,1.73825E-07,957270.3902,1066241.369,865.2218988,0,
Bristol_Bay,Alagnak,1987,0,3.87727E-08,8.43719E-08,394531.9947,375877.0369,8799.426544,0,
Bristol_Bay,Alagnak,1988,0,1.45216E-08,2.62664E-08,1253987.353,19833.51353,2.47499E-08,0,
Bristol_Bay,Alagnak,1989,0,7.12956E-09,712704.8419,2015213.506,12148.05425,2.68214E-08,0,
Bristol_Bay,Alagnak,1990,0,100366.2567,3138.081058,1174355.523,4214.611001,1758.577045,0,
Bristol_Bay,Alagnak,1991,0,23838.29849,1012274.363,2341905.265,56231.16229,1590.208647,0,
Bristol_Bay,Alagnak,1992,0,6.8951E-09,35663.28234,151180.9551,3.60579E-08,1.01546E-08,0,
Bristol_Bay,Alagnak,1993,0,3.01197E-08,11920.48832,1183975.024,311081.1624,7.06308E-09,0,
Bristol_Bay,Alagnak,1994,0,593413.3835,1616.278774,689722.9947,279022.2721,5.36897E-09,0,
Bristol_Bay,Alagnak,1995,0,0,2028132.493,1863766.318,4396.098531,66.43977631,0,
Bristol_Bay,Alagnak,1996,0,0,40387.31041,1168872.912,212039.4996,54.02626523,268.6760069,
Bristol_Bay,Alagnak,1997,0,5994.053232,1937.826808,711197.4244,661806.6952,47.01238787,0,
Bristol_Bay,Alagnak,1998,0,11639.27761,17998.77729,2691536.661,56605.43423,10148.83633,0,
Bristol_Bay,Alagnak,1999,0,10.80525311,802355.8092,1859244.145,1054244.508,5.43992E-09,0,
Bristol_Bay,Alagnak,2000,0,2051.167747,5559727.833,4042216.796,147338.8034,10653.82658,0,
Bristol_Bay,Alagnak,2001,0,39954.21287,128239.5991,1404239.444,104750.3684,6.56116E-09,0,
Bristol_Bay,Alagnak,2002,0,14.67583275,1780646.844,1904191.19,42634.80147,9.94037E-09,0,
Bristol_Bay,Alagnak,2003,0,2.69082E-09,2760468.649,3802688.745,138290.0536,3.28599E-09,0,
Bristol_Bay,Alagnak,2004,0,1822.475449,860687.9083,1487739.356,164209.6571,3.12541E-09,0,
Bristol_Bay,Alagnak,2005,0,3.31376E-09,741790.3126,1982843.201,115314.1855,5.13387E-09,0,
Bristol_Bay,Alagnak,2006,0,1340.206556,666876.1427,1632673.39,138944.5387,384.6725895,0,
Bristol_Bay,Alagnak,2007,0,1625.25589,500487.0254,1580991.78,126475.2827,86.26024185,0,
Bristol_Bay,Alagnak,2008,0,827.0698279,507106.4081,1342417.575,74374.3515,100.5674702,0,
Bristol_Bay,Alagnak,2009,0,0,461252.0894,810666.059,133248.1001,0,0,
Bristol_Bay,Alagnak,2010,0,1.76791E-08,735795.518,4983809.586,779461.0901,8.91642E-09,0,
Bristol_Bay,Alagnak,2011,0,119.8535513,3087316.947,3032214.008,48135.1566,0.254286212,0,
Bristol_Bay,Alagnak,2012,0,39747.72016,1123765.344,1636971.508,27820.7579,201.2934679,0,
Bristol_Bay,Alagnak,2013,0,2701.893556,2677120.72,1238487.284,9979.550649,0.019519612,1.05131e-06,
Bristol_Bay,Alagnak,2014,0,68087.60633,1604342.402,610794.8293,1067.88622,0,1.04232e-06,
Bristol_Bay,Alagnak,2015,0,2697.793179,1230186.495,2713599.723,738675.1514,1.038758902,1.01553e-06,
Bristol_Bay,Alagnak,2016,0,4174.728164,1839803.776,3060067.971,174085.7215,5572.857989,NA,
Bristol_Bay,Alagnak,2017,0,6736.57857,2325576.443,3350401.352,849640.1635,0.000160087,NA,
Bristol_Bay,Alagnak,2018,0,0.00020222,1106969.185,1213931.856,#VALUE!,#VALUE!,NA,
Bristol_Bay,Alagnak,2019,1.05162e-06,8045.043922,474456.845,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Alagnak,2020,1.04248e-06,1427.333218,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Alagnak,2021,1.0156e-06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Alagnak,2022,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Alagnak,2023,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Egegik,1955,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,
Bristol_Bay,Egegik,1956,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,
Bristol_Bay,Egegik,1957,NA,#VALUE!,#VALUE!,#VALUE!,796121.6483,15612.09807,0,
Bristol_Bay,Egegik,1958,NA,#VALUE!,#VALUE!,1127177.984,318964.5209,77749.25351,0,
Bristol_Bay,Egegik,1959,NA,#VALUE!,52948.04272,1401648.208,647106.6209,1945.994688,0,
Bristol_Bay,Egegik,1960,NA,0,214239.4151,4474627.842,2391645.517,20433.27421,0,
Bristol_Bay,Egegik,1961,0,2.77222E-05,47269.2128,487820.2382,943907.9785,38323.95037,0,
Bristol_Bay,Egegik,1962,0,6.37965E-09,3952.021247,736646.3012,337233.2013,8495.785329,0,
Bristol_Bay,Egegik,1963,0,0,5955.77039,599244.1679,381197.7489,15424.9167,0,
Bristol_Bay,Egegik,1964,0,228.7945009,67003.75946,1571336.92,295036.5443,7474.647841,0,
Bristol_Bay,Egegik,1965,0,8.04382E-10,48755.91493,1496721.268,819197.4101,4276.189397,0,
Bristol_Bay,Egegik,1966,0,2.0616E-09,146136.4533,1113582.962,791877.0811,23810.6545,0,
Bristol_Bay,Egegik,1967,0,0,59043.73915,937441.57,631570.9686,6674.50026,0,
Bristol_Bay,Egegik,1968,0,1.65091E-09,21405.6419,137200.4492,200828.1812,3374.833982,0,
Bristol_Bay,Egegik,1969,0,2.17535E-07,12095.65641,1193907.426,1549724.625,17621.80638,0,
Bristol_Bay,Egegik,1970,0,3.44384E-09,106126.7894,646804.7927,415534.0341,1.33106E-06,0,
Bristol_Bay,Egegik,1971,0,1.38747E-09,24519.76002,1289361.414,1322611.355,34118.74165,146.6998916,
Bristol_Bay,Egegik,1972,0,2.40289E-09,1.68539E-07,1604517.461,1291411.252,64037.19912,0,
Bristol_Bay,Egegik,1973,0,6.24691E-08,35476.33895,660775.8693,748114.8987,13973.32821,0,
Bristol_Bay,Egegik,1974,0,1443.113839,62068.15395,1755106.176,620228.682,7319.104694,0,
Bristol_Bay,Egegik,1975,0,0,62364.39443,2385299.065,589725.3927,2462.324146,0,
Bristol_Bay,Egegik,1976,0,147.6728901,434550.0755,3224745.484,821031.4576,2779.915368,0,
Bristol_Bay,Egegik,1977,0,2322.479472,824851.962,2563630.151,769091.508,8.89481E-09,0,
Bristol_Bay,Egegik,1978,0,0,394738.9711,7012984.91,2498585.726,7713.939666,0,
Bristol_Bay,Egegik,1979,0,2849.181783,659361.3319,2199771.47,1176188.836,8592.791197,0,
Bristol_Bay,Egegik,1980,0,4869.711216,752354.0239,6506610.987,958583.4384,1570.460021,0,
Bristol_Bay,Egegik,1981,0,0,638517.3518,3315851.518,1479603.507,2.48806E-09,0,
Bristol_Bay,Egegik,1982,0,1756.189742,1228081.338,3618115.51,1586094.262,7613.497426,0,
Bristol_Bay,Egegik,1983,0,2413.376428,1287026.343,6037724.897,3459343.316,1027.908893,0,
Bristol_Bay,Egegik,1984,0,484.083257,485259.5355,5885656.446,5349184.103,25124.64109,0,
Bristol_Bay,Egegik,1985,2.47291e-09,872.1864466,460023.3488,4801500.413,1109354.931,45771.98304,0,
Bristol_Bay,Egegik,1986,0,1408.972508,2428368.547,7308388.634,4373920.91,10931.96937,0,
Bristol_Bay,Egegik,1987,0,1249.523143,770778.9535,13101352.52,11747928.01,95046.46894,0,
Bristol_Bay,Egegik,1988,0,1175.825133,404787.2645,12170912.33,6721564.684,110134.0881,0,
Bristol_Bay,Egegik,1989,0,4.57112E-09,236661.049,5432754.253,4436226.688,166701.7337,0,Returns 
Bristol_Bay,Egegik,1990,0,5.10528E-09,467016.7866,9542367.776,5999126.365,28841.317,0,
Bristol_Bay,Egegik,1991,0,5887.595743,1228327.663,6098518.928,2608132.186,51807.43111,0,
Bristol_Bay,Egegik,1992,955.073498,1305.675489,289710.797,5116156.424,3231811.455,8095.949615,0,
Bristol_Bay,Egegik,1993,0,3.2136E-09,148163.6832,1129489.347,654507.2449,28707.24887,0,
Bristol_Bay,Egegik,1994,0,7862.785085,316654.1533,4299185.074,3326084.717,3873.718549,0,
Bristol_Bay,Egegik,1995,0,3546.446282,1498311.196,4422874.281,1569491.861,29692.18504,0,
Bristol_Bay,Egegik,1996,0,363.4245249,415866.3295,1931352.164,1801518.633,28657.17151,0.213015656,
Bristol_Bay,Egegik,1997,0,0,35906.38801,3681161.569,2303188.428,12227.06476,0,
Bristol_Bay,Egegik,1998,0,1.580769488,32983.91322,567284.1707,669233.9402,42796.77115,0,
Bristol_Bay,Egegik,1999,0,0.386150113,334113.7647,9603059.335,3054411.952,1010.222732,0,
Bristol_Bay,Egegik,2000,0,542.222256,1327579.013,5978825.747,4699809.216,12988.21522,0,
Bristol_Bay,Egegik,2001,0,0,340315.0609,2384879.763,2060480.369,31213.2888,0,
Bristol_Bay,Egegik,2002,0,27641.40979,1497084.129,3253789.954,513699.9387,504.739294,0,
Bristol_Bay,Egegik,2003,0,19080.61442,2026114.432,4479426.501,2269681.322,4.4386E-08,0,
Bristol_Bay,Egegik,2004,0,23434.37136,2829654.252,9484515.592,1794293.949,7213.108507,0,
Bristol_Bay,Egegik,2005,0,4350.028203,507654.536,3069270.18,2584848.563,7782.955486,0,
Bristol_Bay,Egegik,2006,0,7819.500355,266104.3963,1886280.143,1402219.534,18903.81431,0,
Bristol_Bay,Egegik,2007,0,8768.602126,124956.2651,3809297.863,2479243.101,11552.74315,0,
Bristol_Bay,Egegik,2008,0,317.0901761,689719.112,2197334.335,944065.1173,20163.41156,0,
Bristol_Bay,Egegik,2009,0,5486.43361,427433.3502,3260432.316,814468.5079,0,0,
Bristol_Bay,Egegik,2010,0,10191.8428,812889.7445,6675252.423,2400139.659,8.87738E-09,0,
Bristol_Bay,Egegik,2011,0,43760.45577,979654.8292,4998904.897,3321528.971,12913.10571,0,
Bristol_Bay,Egegik,2012,0,38196.98515,2330663.334,6056726.572,1143945.663,19659.49553,0,
Bristol_Bay,Egegik,2013,0,162141.3582,2947640.701,2415083.245,495706.806,2316.16283,1.05545e-06,
Bristol_Bay,Egegik,2014,0,102285.9826,2230346.149,3286205.688,199621.4745,0,1.04771e-06,
Bristol_Bay,Egegik,2015,0,295277.6184,11620432.49,13273276.22,279852.8921,0.002711393,1.01691e-06,
Bristol_Bay,Egegik,2016,0,29390.8852,1942607.258,2499149.131,740798.5334,3.13764E-06,NA,
Bristol_Bay,Egegik,2017,0,181713.5826,4295097.986,11404282.39,6858131.45,0.000251963,NA,
Bristol_Bay,Egegik,2018,0,294139.3547,5970094.826,7458972.46,#VALUE!,#VALUE!,NA,
Bristol_Bay,Egegik,2019,1.04953e-06,36671.88404,405912.2002,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Egegik,2020,1.04152e-06,91287.91376,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Egegik,2021,1.01548e-06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Egegik,2022,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Egegik,2023,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Igushik,1955,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,
Bristol_Bay,Igushik,1956,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,
Bristol_Bay,Igushik,1957,NA,#VALUE!,#VALUE!,#VALUE!,9213.010555,0,0,
Bristol_Bay,Igushik,1958,NA,#VALUE!,#VALUE!,51358.8999,13488.27968,0,0,
Bristol_Bay,Igushik,1959,NA,#VALUE!,75778.78687,135653.7366,16193.66688,0,0,
Bristol_Bay,Igushik,1960,NA,6.07241E-10,41912.07342,252607.8839,29630.30183,0,0,
Bristol_Bay,Igushik,1961,0,6.37365E-10,28451.54399,262777.1392,9513.939215,0,0,
Bristol_Bay,Igushik,1962,0,0,17670.98112,205905.2074,5541.260554,0,0,
Bristol_Bay,Igushik,1963,0,0,196849.7453,159764.0672,11591.30955,5.21622E-09,0,
Bristol_Bay,Igushik,1964,0,104.711145,125081.2852,428996.4937,28877.0102,0,0,
Bristol_Bay,Igushik,1965,0,299.1034958,319406.4272,438371.6853,52842.31165,0,0,
Bristol_Bay,Igushik,1966,0,6.48701E-09,54400.73406,238028.394,8603.581648,0,0,
Bristol_Bay,Igushik,1967,0,356.184821,43908.67977,70744.5546,10735.4302,60.72088793,0,
Bristol_Bay,Igushik,1968,0,451.827891,48616.75757,102251.684,7602.449798,0,0,
Bristol_Bay,Igushik,1969,0,0,918.0123909,385586.7974,90217.4171,0,0,
Bristol_Bay,Igushik,1970,0,0,37408.1504,207555.8503,42459.39636,0,0,
Bristol_Bay,Igushik,1971,0,1.43932E-09,59570.54403,170854.1656,28990.38377,12.29802649,0,
Bristol_Bay,Igushik,1972,0,92.90775855,94683.76188,122463.7175,14809.08037,0,0,
Bristol_Bay,Igushik,1973,0,8.35076E-10,18519.55644,414553.5398,18926.67026,0,0,
Bristol_Bay,Igushik,1974,0,49.19210595,415708.2616,830017.5923,21354.84212,0,0,
Bristol_Bay,Igushik,1975,0,134.2386597,543521.4577,1954263.851,312983.803,0,0,
Bristol_Bay,Igushik,1976,0,1.78113E-09,417088.8529,847563.3497,89818.08413,0,0,
Bristol_Bay,Igushik,1977,0,773.4504809,177583.6521,590908.2279,61160.82731,196.365796,0,
Bristol_Bay,Igushik,1978,0,0,36010.96732,514491.2562,11772.69807,0,0,
Bristol_Bay,Igushik,1979,0,1.88576E-09,611508.3384,273749.1579,11218.29929,0,0,
Bristol_Bay,Igushik,1980,0,1.20438E-09,14270.16545,388460.7519,41072.24936,0,0,
Bristol_Bay,Igushik,1981,0,6.55516E-10,243467.3754,509525.883,85651.98711,0,0,
Bristol_Bay,Igushik,1982,0,1.34972E-09,57391.71047,279808.2603,9408.067906,0,0,
Bristol_Bay,Igushik,1983,0,1151.044864,105984.4172,253312.7647,30656.17557,0,0,
Bristol_Bay,Igushik,1984,8.16102e-10,5.75714E-10,30530.65358,471442.9731,19299.82672,0,0,
Bristol_Bay,Igushik,1985,0,7.35345E-10,401790.4036,689303.1843,47048.32407,1679.934919,0,
Bristol_Bay,Igushik,1986,0,2705.281093,165962.6724,1508933.254,22995.37983,808.8425606,0,
Bristol_Bay,Igushik,1987,0,1606.630721,88176.95419,340425.234,15305.85125,0,0,
Bristol_Bay,Igushik,1988,0,2.0486E-09,105973.282,485367.4195,23557.11624,1.27694E-09,0,
Bristol_Bay,Igushik,1989,0,144.8411438,216190.8646,741957.1135,33490.8634,0,0,
Bristol_Bay,Igushik,1990,0,211.3510989,141314.0412,979075.6511,108896.5094,0,0,
Bristol_Bay,Igushik,1991,0,9.57615E-10,171858.2894,800796.143,11284.36029,6.84015E-08,0,
Bristol_Bay,Igushik,1992,0,1.05696E-09,33003.24733,97048.6714,9509.319957,6.03769E-10,0,
Bristol_Bay,Igushik,1993,0,9.04072E-10,100425.5136,252887.3996,4861.505584,1.79285E-09,0,
Bristol_Bay,Igushik,1994,0,0,163636.9879,478394.4075,17921.33857,0,0,
Bristol_Bay,Igushik,1995,0,1.20754E-09,376061.8322,887786.993,14407.3286,0,0,
Bristol_Bay,Igushik,1996,0,0,77031.89642,801200.3297,8130.880002,0,0,
Bristol_Bay,Igushik,1997,0,0,3125.713634,61190.34175,35028.8887,63.13061022,0,
Bristol_Bay,Igushik,1998,0,1.22305E-09,130362.4573,396172.9114,9818.78581,2.86626E-09,0,
Bristol_Bay,Igushik,1999,0,0,60919.39732,205233.7613,96336.37904,1.12867E-09,1.2148e-09,
Bristol_Bay,Igushik,2000,0,9.94391E-10,53303.01363,672923.6319,41558.896,0,0,
Bristol_Bay,Igushik,2001,0,0,31827.31825,451012.9492,7263.183305,2.90946E-07,0,
Bristol_Bay,Igushik,2002,0,1.12847E-09,235172.3272,242881.9038,17150.77726,0,0,
Bristol_Bay,Igushik,2003,0,3.5153E-09,772529.8751,1275865.184,39683.20519,0,0,
Bristol_Bay,Igushik,2004,0,1.2148E-09,596355.8059,1219308.66,19755.89581,0,0,
Bristol_Bay,Igushik,2005,0,2.828E-09,326356.128,1199069.891,54412.16192,0,0,
Bristol_Bay,Igushik,2006,0,1.10618E-09,189045.3036,800803.7663,15417.30222,8.28205E-10,0,
Bristol_Bay,Igushik,2007,0,1.09164E-09,160642.1455,439085.705,8920.509317,0,0,
Bristol_Bay,Igushik,2008,0,1.17087E-07,52686.86093,551583.225,59575.63388,332.6576865,0,
Bristol_Bay,Igushik,2009,0,6.21154E-10,132117.4757,808175.2582,1804.566954,1.88522E-09,0,
Bristol_Bay,Igushik,2010,0,6.39023E-10,567822.6242,1133308.635,13439.10355,1.6443E-09,0,
Bristol_Bay,Igushik,2011,0,810.7439563,507823.4379,1471352.152,5114.893663,0,0,
Bristol_Bay,Igushik,2012,0,389.1844752,365542.4479,316518.0801,3629.093184,3.62428E-09,0,
Bristol_Bay,Igushik,2013,0,1.0962E-09,906912.9739,1181555.309,4293.604294,0,1.04104e-06,
Bristol_Bay,Igushik,2014,0,1765.77124,734903.9201,1120532.373,2.210540564,0,1.04071e-06,
Bristol_Bay,Igushik,2015,0,3.62428E-09,233250.3956,655309.5982,65389.54105,3.12312E-06,1.01131e-06,
Bristol_Bay,Igushik,2016,0,850.611166,555164.6475,943584.6151,10866.57555,3.12215E-06,NA,
Bristol_Bay,Igushik,2017,0,2072.551178,1014243.618,2310252.892,29350.18827,3.03393E-06,NA,
Bristol_Bay,Igushik,2018,0,8.68605E-05,664431.295,1046811.485,#VALUE!,#VALUE!,NA,
Bristol_Bay,Igushik,2019,1.04104e-06,668.4874122,303697.4239,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Igushik,2020,1.04075e-06,5.1384E-05,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Igushik,2021,1.01131e-06,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Igushik,2022,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Igushik,2023,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,NA,
Bristol_Bay,Kvichak,1955,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,
Bristol_Bay,Kvichak,1956,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,0,
Bristol_Bay,Kvichak,1957,NA,#VALUE!,#VALUE!,#VALUE!,205074.0764,1.8202E-09,0,
Bristol_Bay,Kvichak,1958,NA,#VALUE!,#VALUE!,172800.2254,65168.15539,0.00013628,0,
Bristol_Bay,Kvichak,1959,NA,#VALUE!,237464.2505,208489.0112,7687.679811,6.47311E-09,0,
Bristol_Bay,Kvichak,1960,NA,0,1906426.04,48204372.68,6296844.979,1.17257E-08,0,
Bristol_Bay,Kvichak,1961,0,1601.853559,415244.5551,2508901.279,652876.1222,4061.051299,0,
Bristol_Bay,Kvichak,1962,0,6.47348E-09,109786.7245,4853290.932,543814.1231,2310.747932,0,
Bristol_Bay,Kvichak,1963,0,0,31950.41409,1005550.911,336812.8381,3.36452E-09,0,
Bristol_Bay,Kvichak,1964,0,3244.007648,2400304.908,2902251.646,456646.4537,13901.69847,0,
Bristol_Bay,Kvichak,1965,0,23983.40613,10807493.06,33828473.31,1160738.887,1067.792568,0,
Bristol_Bay,Kvichak,1966,0,8191.42245,540663.2513,5454648.65,517436.3764,1.06225E-08,0,
Bristol_Bay,Kvichak,1967,0,0,359863.2411,1314162.728,110022.0011,1122.03837,0,
Bristol_Bay,Kvichak,1968,0,1788.213135,300687.4739,142572.3297,188330.5208,0,0,
Bristol_Bay,Kvichak,1969,0,1.45827E-07,156158.972,4798589.672,558877.7355,1945.550433,0,
Bristol_Bay,Kvichak,1970,0,611.2882161,74432.89434,15288252.31,1.24242E-08,1.01676E-08,0,
Bristol_Bay,Kvichak,1971,0,5.19982E-09,366195.0366,1573419.171,96670.92003,575.2656718,0,
Bristol_Bay,Kvichak,1972,0,4360.06811,1971913.287,1028557.086,243840.7362,2.957E-08,0,
Bristol_Bay,Kvichak,1973,0,3.26629E-09,535346.6538,1301657.036,366237.5111,3.80765E-09,0,
Bristol_Bay,Kvichak,1974,0,14322.32734,6367231.032,18772244.43,630609.5047,2.35056E-06,0,
Bristol_Bay,Kvichak,1975,0,6365.412611,5783213.011,31263430.73,386001.9149,2.78315E-09,0,
Bristol_Bay,Kvichak,1976,0,5347.496598,5994351.092,4482443.176,234181.2239,2.5462E-09,0,
Bristol_Bay,Kvichak,1977,0,43288.7338,2031786.088,892753.6844,121673.8782,1.11201E-08,0,
Bristol_Bay,Kvichak,1978,0,1122.308961,1628574.333,2435918.603,987655.4523,8.52322E-09,0,
Bristol_Bay,Kvichak,1979,0,56365.89768,18937904.8,20390593.06,3664906.09,1957.38722,0,
Bristol_Bay,Kvichak,1980,0,1374.281273,2552669.45,9676168.318,367100.68,2.1633E-09,0,
Bristol_Bay,Kvichak,1981,0,0,750465.4938,1151183.041,147140.098,2.51578E-09,0,
Bristol_Bay,Kvichak,1982,0,3.92481E-09,493255.8555,900023.9589,115965.7667,4.35593E-09,0,
Bristol_Bay,Kvichak,1983,0,909.0354531,9269980.401,4106247.044,390224.4377,2.43629E-08,0,
Bristol_Bay,Kvichak,1984,0,1.01373E-08,2626449.625,18997684.29,1663050.622,8089.704887,0,
Bristol_Bay,Kvichak,1985,968.7971361,11386.17689,1094911.714,15810636.49,1387337.035,7.73778E-09,0,
Bristol_Bay,Kvichak,1986,0,1587.560388,674943.454,2407954.003,1029975.41,9592.567471,0,
Bristol_Bay,Kvichak,1987,0,36268.68803,4803119.973,6476491.854,332249.9599,1.01885E-08,0,
Bristol_Bay,Kvichak,1988,0,14715.78171,3077418.324,5657753.09,455827.2737,9.75463E-09,0,
Bristol_Bay,Kvichak,1989,0,35161.65119,2066988.945,19409681.29,3289100.783,1.19905E-08,0,
Bristol_Bay,Kvichak,1990,0,7878.936072,1725698.648,22937180.47,1626783.695,6.52559E-09,0,
Bristol_Bay,Kvichak,1991,0,1129.577215,2196931.686,2190208.884,248979.556,1144.660179,0,
Bristol_Bay,Kvichak,1992,0,3450.156384,657447.9145,1052480.306,162224.4074,4.57068E-09,0,
Bristol_Bay,Kvichak,1993,0,229.6935826,1087766.395,1559606.237,482867.4333,1.59002E-08,0,
Bristol_Bay,Kvichak,1994,0,1846.666729,2071584.493,4982332.152,247199.1129,2.10366E-09,0,
Bristol_Bay,Kvichak,1995,0,17605.41184,7737952.022,2775204.369,104504.96,88.06039333,0,
Bristol_Bay,Kvichak,1996,0,0,547555.9391,1676120.206,36861.10163,1514.911961,7.908081475,
Bristol_Bay,Kvichak,1997,0,0,159452.7746,482532.7741,174133.37,62.24661518,0,
Bristol_Bay,Kvichak,1998,0,58.70692889,376580.4108,766006.2424,111854.515,123.4199367,0,
Bristol_Bay,Kvichak,1999,0,384.4125781,1061572.765,6094607.028,222149.3705,5.44686E-09,0,
Bristol_Bay,Kvichak,2000,0,15.5616538,1884685.438,2007409.994,369563.62,121.513842,0,
Bristol_Bay,Kvichak,2001,0,0,634728.8279,2872571.25,913964.6252,6.56129E-09,0,
Bristol_Bay,Kvichak,2002,0,3390.696935,2459317.908,1407673.328,10872.38689,9.94195E-09,0,
Bristol_Bay,Kvichak,2003,0,13815.50384,3595854.01,1217919.889,139041.0031,3.28316E-09,0,
Bristol_Bay,Kvichak,2004,0,0,4799243.539,5565589.653,554818.6673,3.12679E-09,0,
Bristol_Bay,Kvichak,2005,0,4315.98893,1254242.555,6560695.276,1762428.165,2.05498E-08,0,
Bristol_Bay,Kvichak,2006,0,2910.882719,3663815.124,3899111.946,749122.0835,1159.048707,0,
